idade;classe_trabalho;escolaridade;anos_estudo;estado_civil;raca;sexo;UF;região;qtde_filhos;salario
59;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PR;Sul;1;3381
26;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;SC;Sul;2;1100
37;MEI;Ensino Médio Completo;10;Casado;Pardo;Masculino;RS;Sul;1;5020
19;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;MS;Centro-Oeste;0;3472
64;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MT;Centro-Oeste;1;1100
33;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;GO;Centro-Oeste;4;2817
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;DF;Centro-Oeste;3;1100
61;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;3;1100
17;Menor Aprendiz;Ensino Fundamental Completo;5;Solteiro;Branco;Masculino;AC;Norte;0;1100
50;Autônomo;Mestrado;14;Casado;Branco;Masculino;AM;Norte;5;7431
27;Empresário;Mestrado;14;Solteiro;Branco;Masculino;RR;Norte;0;11991
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;PA;Norte;5;1100
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;AP;Norte;1;1100
44;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;TO;Norte;0;3782
35;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;MA;Nordeste;2;3933
25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;PI;Nordeste;2;2804
24;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;CE;Nordeste;2;3627
22;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;RN;Nordeste;2;2650
42;Empresário;Ensino Médio Completo;10;Casado;Branco;Masculino;PB;Nordeste;1;6407
34;Funcionário Setor Privado;Ensino Médio Completo;12;Divorciado;Negro;Feminino;PE;Nordeste;5;2004
60;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Feminino;AL;Nordeste;0;3305
21;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SE;Nordeste;2;
57;Funcionário Público;Mestrado;14;Casado;Branco;Masculino;BA;Nordeste;4;9054
41;Funcionário Setor Privado;Mestrado;15;Casado;Branco;Masculino;MG;Sudeste;5;6611
50;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;ES;Sudeste;0;2785
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;RJ;Sudeste;4;2759
50;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;SP;Sudeste;5;1100
36;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PR;Sul;3;3384
31;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;SC;Sul;0;1100
29;Empresário;Superior Completo;13;Solteiro;Branco;Masculino;RS;Sul;0;17682
21;Funcionário Setor Privado;Superior Incompleto;10;Solteiro;Branco;Masculino;MS;Centro-Oeste;0;3324
27;Funcionário Setor Privado;Pós-Graduado;13;Solteiro;Negro;Feminino;MT;Centro-Oeste;1;10629
65;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;GO;Centro-Oeste;1;1100
37;MEI;Ensino Médio Completo;13;Divorciado;Branco;Feminino;DF;Centro-Oeste;4;4300
39;;Mestrado;14;Casado;Pardo;Feminino;RO;Norte;5;2
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AC;Norte;4;1100
38;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;AM;Norte;1;1100
48;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RR;Norte;0;3643
21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Pardo;Feminino;PA;Norte;5;3330
31;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AP;Norte;2;1100
55;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;TO;Norte;5;1100
24;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Pardo;Feminino;MA;Nordeste;3;3661
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;PI;Nordeste;5;1100
26;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Masculino;CE;Nordeste;1;3906
46;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Feminino;RN;Nordeste;4;2150
35;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;PB;Nordeste;1;2020
41;MEI;Ensino Médio Completo;10;Casado;Branco;Masculino;PE;Nordeste;3;5749
26;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;AL;Nordeste;5;2230
34;Funcionário Setor Privado;Mestrado;14;Casado;Pardo;Masculino;SE;Nordeste;0;9095
19;;Ensino Médio Completo;10;Solteiro;Negro;Feminino;BA;Nordeste;0;2856
36;Autônomo;Ensino Médio Completo;13;Divorciado;Negro;Feminino;MG;Sudeste;3;2097
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;ES;Sudeste;3;3912
24;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RJ;Sudeste;0;2901
77;Aposentado;Ensino Médio Completo;10;Casado;Branco;Masculino;SP;Sudeste;3;5681
22;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;Casado;Branco;Feminino;PR;Sul;3;1100
29;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SC;Sul;1;3888
62;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;RS;Sul;3;1100
39;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MS;Centro-Oeste;0;1100
43;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;MT;Centro-Oeste;1;2298
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;GO;Centro-Oeste;3;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Feminino;DF;Centro-Oeste;3;1100
76;Aposentado;Mestrado;14;Casado;Branco;Masculino;RO;Norte;3;3393
63;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AC;Norte;3;1100
23;;Ensino Médio Completo;11;Solteiro;Negro;Feminino;AM;Norte;1;3589
43;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;RR;Norte;2;2949
58;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;2;1100
66;Aposentado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AP;Norte;4;3120
41;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Masculino;TO;Norte;1;3063
26;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;MA;Nordeste;5;3939
47;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;Masculino;PI;Nordeste;2;3301
55;Empresário;Ensino Fundamental Completo;6;Casado;Branco;Masculino;CE;Nordeste;0;14090
53;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;5;1100
17;Menor Aprendiz;Ensino Fundamental Incompleto;3;Solteiro;Branco;Masculino;PB;Nordeste;2;1100
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PE;Nordeste;0;1100
49;Funcionário Setor Privado;Mestrado;14;Solteiro;Branco;Masculino;AL;Nordeste;2;9473
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;SE;Nordeste;0;1100
45;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;BA;Nordeste;4;1100
26;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Masculino;MG;Sudeste;2;2564
38;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;ES;Sudeste;1;3205
36;Servidor Público;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RJ;Sudeste;5;1783
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SP;Sudeste;4;1100
22;Servidor Público;Ensino Médio Completo;10;Solteiro;Negro;Feminino;PR;Sul;3;4320
43;Autônomo;Ensino Médio Completo;13;Solteiro;Branco;Masculino;SC;Sul;3;3110
67;Aposentado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;RS;Sul;0;5757
30;;Ensino Médio Completo;11;Divorciado;Branco;Feminino;MS;Centro-Oeste;1;3312
56;Funcionário Setor Privado;Ensino Médio Completo;12;União Estável;Branco;Masculino;MT;Centro-Oeste;5;2800
31;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;GO;Centro-Oeste;1;2015
33;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;DF;Centro-Oeste;5;2262
26;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;0;1100
33;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AC;Norte;4;3813
46;Empresário;Ensino Médio Incompleto;7;Casado;Branco;Masculino;AM;Norte;2;5318
59;;Ensino Médio Completo;13;Casado;Branco;Masculino;RR;Norte;3;2179
38;Funcionário Público;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;5;1144
65;Funcionário Setor Privado;Ensino Médio Incompleto;7;Viúvo;Amarelo;Masculino;AP;Norte;4;1100
40;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;TO;Norte;5;3142
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;MA;Nordeste;3;1100
26;Autônomo;Ensino Fundamental Completo;5;Casado;Branco;Masculino;PI;Nordeste;0;
36;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Feminino;CE;Nordeste;0;1100
62;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;RN;Nordeste;0;6072
43;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PB;Nordeste;0;3316
43;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Masculino;PE;Nordeste;2;2240
22;Funcionário Setor Privado;Ensino Médio Incompleto;9;União Estável;Branco;Masculino;AL;Nordeste;4;1100
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SE;Nordeste;2;1100
56;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;BA;Nordeste;2;3129
22;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Feminino;MG;Sudeste;4;2826
57;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Feminino;ES;Sudeste;1;2161
39;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;RJ;Sudeste;3;1100
26;Funcionário Público;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SP;Sudeste;3;5885
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;PR;Sul;1;1100
40;Servidor Público;Ensino Médio Completo;11;Casado;Branco;Masculino;SC;Sul;4;3386
45;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;RS;Sul;1;1100
44;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;MS;Centro-Oeste;4;1100
20;Empresário;Ensino Médio Completo;10;Solteiro;Branco;Feminino;MT;Centro-Oeste;0;16619
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;GO;Centro-Oeste;4;1100
23;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;DF;Centro-Oeste;5;2142
46;Autônomo;Mestrado;14;Divorciado;Branco;Masculino;RO;Norte;0;7991
54;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;AM;Norte;4;1100
46;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;Divorciado;Branco;Feminino;RR;Norte;4;1100
25;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PA;Norte;4;3906
46;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;AP;Norte;2;3240
36;Empresário;Ensino Médio Completo;10;Casado;Branco;Feminino;TO;Norte;0;4278
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MA;Nordeste;5;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Branco;Masculino;PI;Nordeste;5;1100
44;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;CE;Nordeste;3;2158
19;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;RN;Nordeste;0;3246
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PB;Nordeste;2;1100
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;PE;Nordeste;3;1100
27;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;AL;Nordeste;4;3926
46;Autônomo;Ensino Médio Completo;12;Separado;Branco;Masculino;SE;Nordeste;0;3669
34;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Masculino;BA;Nordeste;2;4133
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MG;Sudeste;5;1100
44;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;ES;Sudeste;2;2319
45;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;RJ;Sudeste;0;2254
20;;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;SP;Sudeste;1;1100
25;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PR;Sul;0;3772
52;MEI;Ensino Médio Completo;13;Casado;Branco;Masculino;SC;Sul;1;5014
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RS;Sul;0;3805
28;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;MS;Centro-Oeste;2;3676
50;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Masculino;MT;Centro-Oeste;2;4266
34;Funcionário Setor Privado;Ensino Médio Completo;11;Divorciado;Branco;Feminino;GO;Centro-Oeste;1;2497
28;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Casado;Amarelo;Masculino;DF;Centro-Oeste;4;1100
41;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;RO;Norte;5;
46;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;2;1100
28;;Ensino Médio Completo;10;Casado;Branco;Feminino;RR;Norte;1;3056
32;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PA;Norte;4;2735
41;Empresário;Ensino Médio Completo;10;Divorciado;Negro;Feminino;AP;Norte;5;4726
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Feminino;TO;Norte;4;1100
33;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;MA;Nordeste;2;2763
46;Funcionário Setor Privado;Doutorado;16;Casado;Branco;Masculino;PI;Nordeste;3;15908
31;Servidor Público;Ensino Médio Completo;10;Casado;Branco;Masculino;CE;Nordeste;3;4032
35;Funcionário Setor Privado;Ensino Médio Incompleto;8;Divorciado;Branco;Masculino;RN;Nordeste;2;1100
52;Funcionário Setor Privado;Ensino Fundamental Incompleto;2;Casado;Branco;Masculino;PB;Nordeste;3;1100
30;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Feminino;PE;Nordeste;4;1100
34;Empresário;Ensino Médio Incompleto;7;Separado;Negro;Masculino;AL;Nordeste;2;7495
34;Servidor Público;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;SE;Nordeste;5;1265
20;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;BA;Nordeste;2;3865
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;MG;Sudeste;2;1100
32;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Feminino;ES;Sudeste;1;3338
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;RJ;Sudeste;4;1100
33;Funcionário Setor Privado;Ensino Fundamental Completo;6;Solteiro;Branco;Feminino;SP;Sudeste;2;1100
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PR;Sul;2;1100
36;Funcionário Público;Mestrado;14;Solteiro;Branco;Masculino;SC;Sul;4;7855
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;RS;Sul;0;1100
63;MEI;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MS;Centro-Oeste;3;6486
47;Empresário;Mestrado;14;Casado;Branco;Masculino;MT;Centro-Oeste;4;17397
80;Aposentado;Ensino Médio Incompleto;9;Viúvo;Branco;Masculino;GO;Centro-Oeste;4;4678
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;DF;Centro-Oeste;0;1100
40;Autônomo;Ensino Médio Completo;13;União Estável;Branco;Feminino;RO;Norte;1;2939
27;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Pardo;Masculino;AM;Norte;5;2334
33;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;RR;Norte;3;9808
34;Empresário;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;PA;Norte;5;3258
34;Empresário;Ensino Médio Completo;10;Solteiro;Branco;Feminino;AP;Norte;5;4777
23;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;TO;Norte;3;2253
42;Empresário;Ensino Médio Completo;10;Casado;Branco;Feminino;MA;Nordeste;4;11239
29;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PI;Nordeste;1;3633
45;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;CE;Nordeste;0;1100
24;Funcionário Público;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;RN;Nordeste;5;1200
44;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PB;Nordeste;0;3837
27;Funcionário Setor Privado;Ensino Fundamental Completo;5;Solteiro;Branco;Masculino;PE;Nordeste;3;1100
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;AL;Nordeste;2;2559
44;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Negro;Feminino;SE;Nordeste;4;1100
51;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Indígena;Masculino;BA;Nordeste;5;1100
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MG;Sudeste;1;1100
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Feminino;ES;Sudeste;1;1100
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Feminino;RJ;Sudeste;2;1100
45;MEI;Ensino Médio Completo;10;Casado;Branco;Masculino;SP;Sudeste;0;3772
60;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PR;Sul;5;1100
42;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Negro;Masculino;SC;Sul;2;3634
44;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Feminino;RS;Sul;5;1100
40;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Pardo;Masculino;MS;Centro-Oeste;4;3722
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;MT;Centro-Oeste;3;1100
38;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Negro;Masculino;GO;Centro-Oeste;1;3180
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;DF;Centro-Oeste;5;1100
32;;Ensino Médio Completo;10;Casado;Branco;Masculino;RO;Norte;4;2749
54;Empresário;Ensino Médio Incompleto;9;Casado;Negro;Masculino;AM;Norte;3;19727
32;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RR;Norte;5;2488
50;Funcionário Setor Privado;Ensino Fundamental Incompleto;2;União Estável;Branco;Masculino;PA;Norte;3;1100
24;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;AP;Norte;3;2599
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;TO;Norte;0;1100
52;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;MA;Nordeste;4;1100
38;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PI;Nordeste;2;2389
49;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;CE;Nordeste;5;6647
30;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Feminino;RN;Nordeste;5;3309
60;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PB;Nordeste;3;2622
22;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PE;Nordeste;3;2341
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AL;Nordeste;2;1100
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SE;Nordeste;4;1100
67;Aposentado;Ensino Médio Completo;11;Divorciado;Branco;Feminino;BA;Nordeste;4;5259
46;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;MG;Sudeste;0;2560
17;Menor Aprendiz;Ensino Fundamental Completo;5;Solteiro;Branco;Masculino;ES;Sudeste;0;1100
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RJ;Sudeste;4;3150
27;Funcionário Setor Privado;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;SP;Sudeste;0;1100
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PR;Sul;5;1100
33;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;SC;Sul;1;2656
43;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;RS;Sul;5;2521
28;Servidor Público;Ensino Médio Completo;13;Solteiro;Branco;Masculino;MS;Centro-Oeste;0;4713
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;União Estável;Branco;Feminino;MT;Centro-Oeste;4;1100
52;;Ensino Médio Incompleto;8;Solteiro;Negro;Masculino;GO;Centro-Oeste;3;1100
25;Funcionário Setor Privado;Ensino Médio Completo;10;União Estável;Negro;Feminino;DF;Centro-Oeste;2;3696
63;;Ensino Fundamental Incompleto;2;Casado;Branco;Masculino;RO;Norte;1;1100
45;Empresário;Ensino Médio Completo;13;Divorciado;Branco;Feminino;AM;Norte;2;14438
